,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_Tenure_Ratio
6214,44,1,730,2,20.05,845.25,0,19.210227272727273
6216,58,1,730,4,71.6,4230.25,0,72.9353448275862
6219,1,0,30,2,25.7,25.7,1,25.7
6220,10,0,730,4,53.7,521.0,0,52.1
6221,26,1,365,3,19.6,471.85,0,18.148076923076925
6223,7,1,30,1,69.0,506.9,1,72.41428571428571
6224,51,1,365,3,84.2,4299.75,0,84.30882352941177
6227,2,1,30,3,46.05,80.35,1,40.175
6230,1,1,30,2,20.05,20.05,0,20.05
6231,1,1,30,2,76.4,76.4,1,76.4
6233,3,1,30,2,20.7,57.5,0,19.166666666666668
6234,58,1,730,4,25.3,1474.35,0,25.419827586206896
6235,22,0,30,2,40.05,880.2,1,40.00909090909091
6237,1,1,30,1,69.95,69.95,1,69.95
6238,54,1,30,3,74.0,3919.15,0,72.57685185185186
6240,1,1,30,1,93.3,93.3,1,93.3
6241,3,1,30,1,49.15,169.05,1,56.35
6246,54,1,730,3,65.3,3512.9,0,65.0537037037037
6248,60,0,730,4,60.8,3603.45,0,60.0575
6249,3,1,30,1,74.5,217.45,0,72.48333333333333
6251,1,1,30,1,19.25,19.25,0,19.25
6252,50,0,30,4,39.45,2021.35,0,40.427
6253,56,0,30,4,44.85,2564.95,0,45.802678571428565
6256,1,0,30,2,35.05,35.05,1,35.05
6257,1,1,30,1,73.0,73.0,1,73.0
6258,3,1,30,2,19.9,45.75,0,15.25
6260,13,0,730,2,35.4,450.4,0,34.646153846153844
6263,25,0,365,1,54.2,1423.15,0,56.926
6265,2,1,30,2,45.25,74.2,0,37.1
6266,33,1,30,4,83.85,2716.3,1,82.31212121212121
6267,1,1,30,1,70.1,70.1,1,70.1
6268,22,1,365,3,20.85,450.65,0,20.48409090909091
6269,35,0,30,2,33.45,1175.85,0,33.59571428571428
6270,29,1,730,2,20.2,558.8,0,19.268965517241377
6271,27,1,365,1,85.9,2220.1,0,82.22592592592592
6272,54,1,365,1,61.0,3283.05,0,60.797222222222224
6273,2,1,30,1,70.65,142.35,1,71.175
6276,15,1,365,4,20.35,335.95,0,22.396666666666665
6277,2,1,30,2,20.35,33.2,1,16.6
6279,21,1,30,1,44.95,926.25,0,44.107142857142854
6280,23,1,365,1,49.45,1119.35,0,48.667391304347824
6281,6,1,365,2,20.6,116.6,0,19.433333333333334
6282,4,1,730,4,19.55,68.8,0,17.2
6284,23,1,30,1,93.5,2341.55,0,101.80652173913045
6285,26,0,365,4,54.55,1362.85,0,52.41730769230769
6286,8,1,30,2,20.05,163.6,0,20.45
6287,26,1,30,1,83.95,2254.2,1,86.69999999999999
6288,2,1,30,1,79.45,145.15,0,72.575
6293,21,1,730,2,19.6,397.0,0,18.904761904761905
6294,1,1,30,2,19.7,19.7,1,19.7
6295,48,1,730,3,20.2,1027.25,0,21.401041666666668
6296,31,0,365,4,50.4,1580.1,0,50.97096774193548
6298,46,1,30,3,80.0,3769.7,0,81.95
6299,52,1,730,3,80.95,4233.95,0,81.42211538461538
6302,5,1,30,1,75.55,413.65,1,82.72999999999999
6304,9,1,30,3,77.65,714.15,1,79.35
6305,26,1,30,1,95.0,2497.2,1,96.04615384615384
6307,32,1,30,3,19.9,601.55,0,18.7984375
6308,2,1,30,1,70.35,139.25,0,69.625
6310,60,0,365,1,44.45,2773.9,0,46.23166666666667
6313,2,1,30,1,95.85,197.7,1,98.85
6314,6,1,30,2,73.85,401.3,0,66.88333333333334
6315,48,1,730,4,70.1,3238.4,0,67.46666666666667
6317,1,1,30,1,79.15,79.15,1,79.15
6318,12,1,30,4,21.05,235.8,0,19.650000000000002
6319,54,0,30,3,24.95,1364.75,0,25.27314814814815
6320,30,1,365,1,64.5,1985.15,0,66.17166666666667
6321,30,1,30,3,19.65,655.85,1,21.861666666666668
6322,4,1,30,1,79.0,303.15,1,75.7875
6324,9,1,30,1,75.85,647.5,0,71.94444444444444
6325,17,1,30,1,91.85,1574.45,1,92.61470588235295
6327,28,1,365,3,91.25,2483.65,0,88.70178571428572
6330,23,1,30,2,90.15,2044.95,0,88.9108695652174
6331,47,0,365,1,40.3,1794.8,0,38.18723404255319
6335,14,1,30,1,69.65,921.4,0,65.81428571428572
6336,57,1,30,1,74.3,4018.35,0,70.49736842105263
6338,1,1,30,2,20.25,20.25,0,20.25
6339,1,1,30,2,49.9,49.9,1,49.9
6340,23,1,30,4,96.9,2085.45,0,90.67173913043477
6343,38,1,365,2,20.1,730.1,0,19.21315789473684
6344,38,1,30,3,74.95,2869.85,1,75.52236842105263
6345,2,1,30,4,56.55,118.25,0,59.125
6346,1,1,30,4,49.25,49.25,1,49.25
6347,15,1,30,3,68.6,1108.6,0,73.90666666666667
6348,26,1,30,4,69.05,1815.65,0,69.83269230769231
6349,35,1,730,4,19.7,730.4,0,20.86857142857143
6350,3,1,30,2,20.05,75.45,0,25.150000000000002
6352,42,1,30,1,94.4,4014.6,0,95.58571428571429
6353,10,1,30,4,54.95,568.85,0,56.885000000000005
6359,55,1,30,1,79.4,4238.45,0,77.06272727272727
6360,1,1,30,2,20.3,20.3,1,20.3
6361,7,1,30,3,62.8,418.3,0,59.75714285714286
6362,2,1,30,2,74.9,136.05,0,68.025
6363,9,1,30,1,74.85,708.2,0,78.6888888888889
6364,27,1,730,4,25.85,788.55,0,29.205555555555552
6368,2,1,30,1,94.0,181.7,1,90.85
6370,45,1,30,4,89.3,4016.85,1,89.26333333333334
6371,24,1,730,4,25.15,553.0,0,23.041666666666668
6372,4,1,730,4,19.5,96.85,0,24.2125
6373,44,1,30,3,92.95,4122.9,0,93.70227272727271
6375,1,1,30,4,74.3,74.3,1,74.3
6377,1,0,30,2,44.65,44.65,1,44.65
6378,13,1,30,1,84.05,1095.3,1,84.25384615384615
6379,10,1,30,3,80.7,788.8,1,78.88
6381,1,1,30,2,19.55,19.55,0,19.55
6382,38,1,365,1,74.05,2802.3,0,73.74473684210527
6383,23,0,730,2,40.1,857.75,0,37.29347826086956
6384,10,1,365,2,20.1,184.4,0,18.44
6387,35,1,30,1,56.85,1861.1,0,53.17428571428571
6388,1,1,30,2,20.4,20.4,1,20.4
6389,58,1,730,4,19.55,1079.65,0,18.614655172413794
6391,38,1,365,4,78.95,2862.55,0,75.33026315789475
6392,60,0,30,1,49.75,3069.45,0,51.1575
6393,26,1,30,4,92.4,2349.8,0,90.37692307692308
6394,8,1,365,3,58.2,469.25,0,58.65625
6396,36,1,30,4,91.95,3301.05,0,91.69583333333334
6397,54,1,365,3,65.25,3529.95,0,65.36944444444444
6399,55,1,30,1,73.1,4144.9,0,75.36181818181818
6401,3,1,30,2,55.1,154.65,1,51.550000000000004
6402,54,1,730,3,59.8,3246.45,0,60.11944444444444
6406,39,0,30,4,50.65,1905.4,0,48.85641025641026
6407,15,1,365,2,56.15,931.9,0,62.126666666666665
6409,43,1,365,2,19.2,776.25,0,18.052325581395348
6411,2,1,30,1,70.1,141.65,0,70.825
6413,32,1,30,3,91.05,2954.5,1,92.328125
6414,40,1,730,4,25.25,1006.9,0,25.1725
6415,58,0,365,1,45.35,2540.1,0,43.79482758620689
6417,51,1,30,1,77.5,3807.35,1,74.65392156862745
6418,31,1,365,2,79.3,2484.0,0,80.12903225806451
6420,32,1,365,1,79.25,2619.15,0,81.8484375
6421,21,1,730,4,71.05,1524.85,0,72.61190476190475
6422,52,1,365,1,53.75,2790.65,0,53.666346153846156
6425,52,0,365,3,44.25,2276.1,0,43.771153846153844
6426,41,1,365,3,50.05,2029.05,0,49.4890243902439
6427,41,1,730,2,20.15,802.35,0,19.569512195121952
6428,6,1,30,2,69.25,418.4,1,69.73333333333333
6430,16,1,30,2,19.35,275.9,0,17.24375
6431,17,1,730,2,19.15,343.45,0,20.20294117647059
6432,35,1,30,2,61.0,2130.45,0,60.87
6433,58,1,730,4,20.5,1191.4,0,20.54137931034483
6434,1,1,30,1,50.5,50.5,1,50.5
6435,52,0,730,2,50.2,2554.0,0,49.11538461538461
6437,19,1,730,3,24.9,467.7,0,24.61578947368421
6438,1,1,30,1,74.4,74.4,1,74.4
6441,17,1,30,4,55.35,920.5,0,54.14705882352941
6443,9,1,30,3,19.5,150.35,0,16.705555555555556
6444,31,1,365,2,79.45,2587.7,1,83.47419354838709
6445,4,1,30,1,90.65,367.95,0,91.9875
6449,1,1,30,2,19.55,19.55,0,19.55
6450,27,1,730,2,19.9,550.1,0,20.374074074074073
6452,15,1,30,3,87.75,1242.2,0,82.81333333333333
6454,41,1,30,4,81.3,3190.65,0,77.82073170731708
6455,59,0,30,1,44.3,2666.75,0,45.19915254237288
6456,50,1,730,4,70.35,3533.6,0,70.672
6457,17,0,365,4,44.45,792.15,0,46.59705882352941
6458,6,1,30,1,49.15,295.65,0,49.275
6459,51,0,30,4,29.45,1459.35,0,28.61470588235294
6461,49,1,30,4,85.3,4297.95,0,87.71326530612245
6462,2,1,30,1,95.65,167.3,1,83.65
6463,59,1,365,2,69.1,4096.9,0,69.43898305084745
6464,50,1,30,3,70.35,3454.6,0,69.092
6465,59,1,730,2,20.6,1286.0,0,21.796610169491526
6466,18,1,30,2,74.15,1387.0,0,77.05555555555556
6467,10,1,30,1,75.05,786.3,0,78.63
6468,14,1,365,1,44.6,641.25,0,45.80357142857143
6469,35,1,730,3,21.45,705.45,0,20.155714285714286
6470,8,1,365,2,43.45,345.5,0,43.1875
6471,18,1,365,3,20.05,345.9,0,19.216666666666665
6473,1,1,30,1,94.4,94.4,1,94.4
6474,6,1,730,2,19.55,124.45,0,20.741666666666667
6475,19,1,30,2,75.9,1375.6,0,72.39999999999999
6476,53,1,365,3,64.15,3491.55,0,65.87830188679246
6479,1,1,30,4,55.0,55.0,1,55.0
6480,13,1,30,2,53.45,718.1,0,55.23846153846154
6481,5,1,30,4,69.95,320.4,0,64.08
6483,13,1,30,1,97.0,1334.45,0,102.65
6484,37,1,365,3,90.6,3358.65,0,90.77432432432433
6486,5,1,30,3,67.95,350.3,1,70.06
6488,1,1,30,1,69.5,69.5,1,69.5
6489,1,1,30,2,18.85,18.85,1,18.85
6490,26,1,365,2,19.4,525.55,0,20.213461538461537
6491,1,1,30,1,69.2,69.2,1,69.2
6492,24,1,730,2,19.75,483.15,0,20.131249999999998
6493,17,0,365,1,54.6,934.8,0,54.98823529411764
6494,26,0,30,2,29.8,786.5,0,30.25
6495,1,1,30,1,69.65,69.65,1,69.65
6498,1,1,30,1,82.3,82.3,1,82.3
6499,1,1,30,2,20.3,20.3,0,20.3
6500,21,0,730,2,35.1,770.4,0,36.68571428571428
6502,44,1,30,3,56.25,2419.55,0,54.98977272727273
6504,3,1,30,1,79.25,267.6,1,89.2
6505,56,1,730,3,59.8,3457.45,0,61.740178571428565
6506,13,1,30,1,84.6,1115.2,1,85.78461538461539
6508,42,1,30,1,94.2,4186.3,1,99.67380952380952
6509,1,0,30,1,25.05,25.05,1,25.05
6512,11,1,30,1,60.9,688.5,0,62.59090909090909
6513,15,1,30,3,59.65,867.1,0,57.806666666666665
6515,29,0,30,4,25.1,712.85,1,24.58103448275862
6516,1,1,30,1,48.95,48.95,1,48.95
6517,6,1,30,1,54.85,355.1,0,59.18333333333334
6518,1,1,30,1,45.3,45.3,1,45.3
6520,2,1,30,1,85.85,167.3,1,83.65
6521,18,1,730,2,25.1,428.45,0,23.802777777777777
6522,43,0,30,3,34.0,1505.35,0,35.00813953488372
6523,15,0,365,2,45.9,693.45,0,46.230000000000004
6524,10,1,30,1,95.2,930.4,1,93.03999999999999
6525,55,1,730,2,20.5,1177.95,0,21.417272727272728
6527,6,1,30,2,55.3,324.25,1,54.041666666666664
6529,2,1,30,2,74.85,156.4,1,78.2
6531,25,1,30,3,65.8,1679.65,0,67.186
6532,18,1,365,3,20.35,369.6,0,20.533333333333335
6536,1,0,30,2,24.4,24.4,0,24.4
6538,2,1,30,1,79.85,152.45,1,76.225
6539,26,1,30,1,73.05,1959.5,0,75.36538461538461
6540,34,1,365,1,64.35,2053.05,0,60.38382352941177
6541,19,1,730,2,20.5,398.55,0,20.976315789473684
6542,15,1,30,2,76.0,1130.85,1,75.39
6545,9,1,30,1,74.65,703.55,1,78.17222222222222
6546,24,1,30,1,51.15,1275.7,0,53.15416666666667
6548,31,1,30,2,54.35,1647.0,0,53.12903225806452
6549,1,1,30,1,56.25,56.25,1,56.25
6552,2,1,30,3,79.75,159.4,1,79.7
6553,61,0,730,3,61.45,3751.15,0,61.49426229508197
6554,1,1,30,1,68.65,68.65,1,68.65
6555,18,1,365,2,19.65,411.25,0,22.84722222222222
6556,6,1,365,4,19.0,105.5,0,17.583333333333332
6558,16,1,30,3,20.25,327.45,1,20.465625
6560,23,1,365,2,19.8,465.45,0,20.23695652173913
6561,9,1,30,1,73.8,704.3,0,78.25555555555555
6563,15,1,30,3,74.9,1107.25,1,73.81666666666666
6564,5,1,30,4,20.05,95.55,0,19.11
6568,8,1,730,2,19.7,130.25,0,16.28125
6569,8,1,730,2,19.5,162.15,0,20.26875
6570,4,0,30,2,29.15,110.05,0,27.5125
6571,34,1,365,2,55.0,1885.15,0,55.44558823529412
6573,45,0,365,3,51.0,2264.5,0,50.32222222222222
6574,9,1,30,1,90.1,816.8,0,90.75555555555555
6575,22,1,30,2,59.05,1253.5,0,56.97727272727273
6576,2,1,30,2,20.3,41.2,0,20.6
6578,10,1,365,4,73.55,693.3,0,69.33
6580,49,1,365,4,78.0,3824.2,0,78.04489795918367
6581,54,1,365,2,72.1,3886.05,0,71.96388888888889
6583,22,1,365,2,19.25,412.55,0,18.75227272727273
6584,50,1,730,4,20.55,1070.25,0,21.405
6585,43,1,365,2,20.0,817.95,0,19.022093023255817
6586,45,1,730,4,24.65,1171.3,0,26.028888888888886
6588,23,1,730,2,23.85,625.65,0,27.202173913043477
6590,1,1,30,1,70.85,70.85,1,70.85
6591,2,1,30,4,69.8,134.7,1,67.35
6592,26,1,365,4,59.45,1507.0,0,57.96153846153846
6593,55,0,30,3,54.55,2978.3,1,54.150909090909096
6594,14,1,30,1,20.05,299.3,0,21.37857142857143
6597,7,1,30,4,70.75,450.8,1,64.4
6598,57,1,730,4,74.3,4166.35,0,73.09385964912282
6599,13,1,30,1,94.1,1215.6,1,93.5076923076923
6600,3,0,30,4,29.7,91.7,1,30.566666666666666
6602,40,1,30,4,96.35,3915.4,0,97.885
6603,14,1,30,4,66.6,979.5,0,69.96428571428571
6604,2,1,30,1,44.5,90.05,0,45.025
6607,1,0,30,1,25.3,25.3,1,25.3
6608,22,1,365,4,55.15,1193.05,1,54.22954545454545
6609,1,1,30,2,20.1,20.1,1,20.1
6610,5,1,30,2,80.1,398.55,0,79.71000000000001
6611,29,1,365,3,69.05,1958.45,0,67.53275862068966
6612,1,1,30,2,69.9,69.9,1,69.9
6613,3,1,30,2,20.4,63.15,0,21.05
6615,9,1,30,1,50.1,484.05,0,53.78333333333333
6617,48,1,365,4,83.45,3887.85,0,80.996875
6618,26,1,30,4,86.65,2208.75,0,84.95192307692308
6619,9,1,30,3,20.15,238.15,0,26.461111111111112
6620,1,1,30,1,80.8,80.8,1,80.8
6621,46,1,730,4,19.4,958.15,0,20.829347826086956
6622,2,1,30,3,62.05,118.3,1,59.15
6623,1,1,30,1,76.45,76.45,1,76.45
6625,12,1,30,1,91.3,1094.5,1,91.20833333333333
6626,6,1,30,1,95.75,573.75,1,95.625
6627,59,1,365,2,20.35,1267.0,0,21.47457627118644
6628,7,1,365,2,94.05,633.45,0,90.49285714285715
6630,16,1,30,1,78.75,1218.25,0,76.140625
6631,25,1,30,4,55.55,1405.3,0,56.211999999999996
6632,34,1,30,1,62.65,2274.9,1,66.90882352941176
6633,1,1,30,1,74.5,74.5,1,74.5
6635,24,1,365,2,20.1,533.9,0,22.245833333333334
6636,10,1,365,1,70.3,676.15,0,67.615
6638,57,1,730,2,20.75,1118.8,0,19.628070175438594
6640,28,0,365,2,50.8,1386.8,0,49.528571428571425
6641,16,1,30,1,50.15,762.25,1,47.640625
6642,25,1,30,2,79.0,1902.0,0,76.08
6643,3,1,30,3,74.6,239.05,0,79.68333333333334
6645,2,1,30,2,20.1,39.8,0,19.9
6646,51,1,365,2,19.4,997.75,0,19.563725490196077
6648,20,1,30,2,20.05,406.05,0,20.302500000000002
6649,6,1,30,4,19.85,138.85,0,23.141666666666666
6650,6,1,30,2,20.2,123.65,0,20.608333333333334
6651,29,1,30,2,67.45,1801.1,0,62.106896551724134
6652,36,1,730,4,18.55,689.0,0,19.13888888888889
6653,28,0,30,2,29.75,790.7,0,28.239285714285717
6654,7,1,30,1,86.5,582.5,1,83.21428571428571
6656,48,1,730,2,23.55,1173.35,0,24.444791666666664
6657,49,1,365,3,20.45,900.9,0,18.385714285714286
6658,27,1,30,1,81.45,2122.05,1,78.59444444444445
6660,1,1,30,1,69.15,69.15,1,69.15
6662,47,0,365,4,39.65,1798.65,0,38.26914893617022
6663,1,1,30,1,54.65,54.65,0,54.65
6665,43,0,30,4,29.3,1224.05,0,28.46627906976744
6666,27,1,30,1,83.85,2310.2,0,85.56296296296296
6667,9,1,30,1,79.55,723.4,1,80.37777777777778
6672,27,1,730,4,20.35,531.6,0,19.68888888888889
6673,2,1,30,1,43.95,85.1,0,42.55
6674,7,1,30,2,23.5,173.0,0,24.714285714285715
6675,36,1,365,2,70.7,2511.95,0,69.77638888888889
6676,41,1,30,3,94.3,3893.6,0,94.96585365853659
6677,13,0,30,1,29.15,357.15,0,27.47307692307692
6678,19,1,730,4,20.85,467.5,0,24.605263157894736
6679,60,0,730,3,37.7,2288.7,0,38.144999999999996
6681,3,1,30,1,91.05,289.1,1,96.36666666666667
6683,43,0,365,1,44.15,1931.3,0,44.913953488372094
6684,11,0,365,2,36.05,402.6,0,36.6
6685,45,1,30,4,50.25,2221.55,0,49.36777777777778
6687,2,1,30,1,79.2,172.85,1,86.425
6688,12,1,730,3,20.3,224.5,0,18.708333333333332
6690,37,1,730,2,94.3,3460.95,0,93.53918918918919
6691,39,0,365,3,41.15,1700.9,0,43.61282051282051
6692,41,1,30,3,74.65,3090.65,0,75.38170731707318
6693,25,0,30,1,48.25,1293.8,0,51.751999999999995
6694,8,1,730,4,76.15,645.8,0,80.725
6696,5,1,30,1,96.55,500.1,0,100.02000000000001
6697,30,1,365,4,79.3,2427.1,0,80.90333333333334
6698,40,1,365,4,89.6,3488.15,0,87.20375
6699,54,1,730,2,20.5,1035.7,0,19.17962962962963
6702,18,1,30,1,85.6,1601.5,0,88.97222222222223
6703,2,0,30,1,45.25,85.5,1,42.75
6705,22,1,30,1,51.1,1232.9,0,56.040909090909096
6706,1,1,30,2,19.9,19.9,0,19.9
6708,14,1,30,1,74.3,1096.25,1,78.30357142857143
6710,48,1,365,3,69.7,3023.65,0,62.99270833333333
6712,28,1,30,1,85.45,2289.9,0,81.78214285714286
6715,11,1,30,1,89.2,990.3,0,90.02727272727272
6716,3,1,30,4,74.1,228.0,1,76.0
6718,3,1,30,2,75.0,209.1,1,69.7
6721,49,1,730,3,79.3,3902.45,0,79.64183673469387
6723,46,1,730,3,20.05,902.0,0,19.608695652173914
6725,37,1,30,3,19.5,805.2,0,21.762162162162163
6726,2,1,30,1,70.75,154.85,1,77.425
6727,13,0,30,1,45.3,528.45,0,40.650000000000006
6730,15,1,365,2,19.65,332.65,0,22.176666666666666
6731,24,1,730,3,19.55,470.2,0,19.591666666666665
6732,24,1,30,1,89.55,2259.35,0,94.13958333333333
6733,27,1,30,2,50.35,1411.35,0,52.27222222222222
6734,12,1,30,3,50.25,593.75,1,49.479166666666664
6738,1,1,30,2,20.35,20.35,0,20.35
6739,4,1,30,1,55.9,238.5,0,59.625
6740,40,1,30,4,79.2,3233.85,1,80.84625
6741,12,1,30,1,96.0,1062.1,1,88.50833333333333
6742,52,1,730,1,79.2,4016.3,0,77.23653846153846
6743,10,1,30,1,24.0,226.55,0,22.655
6746,4,1,30,2,56.5,235.1,1,58.775
6747,52,0,365,2,35.45,1958.95,0,37.67211538461539
6748,1,1,30,1,85.0,85.0,1,85.0
6750,43,0,365,4,35.2,1463.7,0,34.03953488372093
6751,52,1,730,2,19.65,1025.05,0,19.7125
6752,12,0,730,2,49.85,552.1,0,46.00833333333333
6753,56,1,365,3,68.75,3815.4,0,68.13214285714285
6755,42,1,30,1,79.9,3313.4,0,78.89047619047619
6756,22,1,30,3,89.75,1938.9,0,88.13181818181819
6757,51,0,365,1,59.3,3014.65,1,59.11078431372549
6758,27,1,30,4,19.4,460.25,0,17.046296296296298
6760,4,1,30,1,49.4,184.4,1,46.1
6761,1,1,30,2,19.9,19.9,0,19.9
6762,35,1,30,2,55.0,2010.55,1,57.44428571428571
6764,1,1,30,1,69.2,69.2,1,69.2
6766,14,1,365,2,19.75,309.35,0,22.09642857142857
6767,57,1,30,1,55.7,3171.6,0,55.642105263157895
6769,48,1,730,4,19.85,916.0,0,19.083333333333332
6770,4,1,30,2,78.9,299.75,0,74.9375
6771,31,1,30,1,20.65,702.05,0,22.646774193548385
6772,38,1,365,2,62.3,2354.8,1,61.968421052631584
6773,37,1,30,1,92.5,3473.4,1,93.87567567567568
6774,1,1,30,2,19.65,19.65,0,19.65
6777,3,0,30,1,29.9,92.25,0,30.75
6779,29,0,30,2,45.0,1242.45,0,42.84310344827586
6780,13,1,30,3,44.8,559.2,0,43.01538461538462
6781,3,1,30,1,69.65,220.1,1,73.36666666666666
6782,11,1,30,1,51.1,531.15,0,48.28636363636363
6783,21,0,730,2,53.15,1183.2,0,56.34285714285714
6784,19,1,30,3,24.7,465.85,0,24.51842105263158
6786,11,1,30,4,48.55,501.0,1,45.54545454545455
6788,25,1,30,2,20.8,460.2,0,18.408
6789,1,1,30,2,20.2,20.2,1,20.2
6791,19,0,30,1,39.65,733.35,1,38.597368421052636
6792,56,1,365,1,24.9,1334.0,1,23.821428571428573
6794,43,1,730,2,19.55,876.15,0,20.375581395348835
6796,2,1,30,2,56.7,113.55,1,56.775
6797,27,1,30,2,69.05,1793.25,0,66.41666666666667
6798,13,1,30,2,70.15,886.7,0,68.20769230769231
6801,19,1,365,3,89.35,1686.85,0,88.78157894736842
6802,20,1,30,3,89.1,1879.25,0,93.9625
6803,43,1,365,4,91.25,4013.8,0,93.34418604651164
6804,5,1,30,2,90.35,434.5,0,86.9
6806,40,1,730,2,19.1,780.1,0,19.5025
6807,6,1,730,4,20.4,107.6,0,17.933333333333334
6809,4,1,30,1,74.95,308.7,1,77.175
6810,15,0,30,1,29.7,438.25,1,29.216666666666665
6811,1,0,30,1,50.35,50.35,1,50.35
6812,45,1,30,3,85.7,3778.1,0,83.95777777777778
6816,1,1,30,1,70.3,70.3,1,70.3
6818,3,1,730,2,71.1,213.35,0,71.11666666666666
6822,32,1,30,4,80.3,2483.05,1,77.5953125
6823,4,1,30,3,50.55,235.65,0,58.9125
6825,27,1,30,1,81.3,2272.8,0,84.17777777777779
6826,4,1,30,4,20.7,83.75,0,20.9375
6828,8,1,730,2,19.05,201.7,0,25.2125
6829,8,1,730,4,19.6,125.0,0,15.625
6830,35,1,730,2,20.2,684.4,0,19.554285714285715
6831,7,1,30,1,86.8,620.35,1,88.62142857142858
6832,53,1,730,2,20.9,1146.05,0,21.623584905660376
6834,15,0,730,2,38.8,603.0,0,40.2
6836,6,1,30,1,84.2,519.15,1,86.52499999999999
6837,6,1,30,1,79.7,497.6,0,82.93333333333334
6840,1,1,30,2,19.3,19.3,0,19.3
6841,5,1,30,2,55.75,266.95,0,53.39
6842,13,1,365,2,19.95,257.0,0,19.76923076923077
6843,9,1,30,3,91.75,865.8,1,96.19999999999999
6844,29,1,30,2,89.65,2623.65,0,90.47068965517242
6845,1,1,30,2,45.85,45.85,0,45.85
6846,1,1,30,2,79.55,79.55,1,79.55
6847,18,1,30,2,55.95,1082.8,0,60.15555555555555
6848,2,1,30,4,69.0,147.8,0,73.9
6849,30,1,30,3,83.55,2570.2,0,85.67333333333333
6851,38,1,730,3,94.9,3616.25,0,95.16447368421052
6852,44,1,30,2,61.9,2924.05,0,66.45568181818182
6854,2,1,30,2,20.0,32.7,0,16.35
6855,42,1,365,2,67.7,2882.25,0,68.625
6856,58,1,730,4,25.15,1509.9,0,26.032758620689656
6858,25,1,30,1,89.1,2368.4,1,94.736
6861,14,1,30,1,91.65,1301.0,1,92.92857142857143
6862,4,1,30,1,88.85,372.45,1,93.1125
6863,48,1,365,3,60.6,2985.25,0,62.192708333333336
6864,3,0,30,1,25.3,77.75,1,25.916666666666668
6865,8,1,730,2,65.5,564.35,0,70.54375
6866,1,1,30,1,95.45,95.45,1,95.45
6868,13,1,30,1,91.1,1135.7,1,87.36153846153846
6869,45,1,365,4,54.15,2319.8,1,51.55111111111111
6870,49,1,30,3,74.6,3720.35,0,75.92551020408163
6874,31,1,30,2,49.2,1498.55,0,48.34032258064516
6877,1,1,30,3,69.7,69.7,1,69.7
6878,6,1,30,1,89.5,573.3,1,95.55
6879,21,1,30,1,86.05,1818.9,0,86.61428571428571
6881,32,0,30,1,35.15,1051.05,0,32.8453125
6884,3,0,30,1,35.15,99.75,1,33.25
6885,12,1,30,4,73.75,871.4,1,72.61666666666666
6887,35,1,730,3,24.3,821.6,0,23.474285714285713
6888,3,1,30,1,80.7,239.45,0,79.81666666666666
6889,3,1,30,2,89.85,244.45,0,81.48333333333333
6890,53,1,365,1,61.1,3357.9,0,63.35660377358491
6891,4,0,30,1,29.05,129.6,0,32.4
6893,6,1,30,4,55.9,365.35,1,60.89166666666667
6895,54,0,730,4,46.0,2424.05,0,44.88981481481482
6896,1,1,30,2,43.95,43.95,1,43.95
6899,1,1,30,3,45.1,45.1,1,45.1
6901,30,1,365,4,68.95,2038.7,0,67.95666666666666
6902,56,1,365,4,68.45,4014.0,0,71.67857142857143
6903,35,1,365,1,69.0,2441.7,0,69.76285714285714
6905,30,0,30,1,44.5,1307.8,0,43.593333333333334
6906,25,1,730,2,18.7,383.65,0,15.345999999999998
6907,41,1,30,3,70.25,2868.05,1,69.95243902439024
6908,9,1,30,1,55.35,449.75,1,49.97222222222222
6909,1,1,30,2,53.55,53.55,0,53.55
6911,57,1,730,3,20.1,1087.7,0,19.082456140350878
6912,9,1,30,1,85.5,791.7,0,87.96666666666667
6916,44,1,730,3,19.55,819.95,0,18.635227272727274
6920,27,1,730,4,19.7,509.3,0,18.862962962962964
6922,3,1,30,4,74.45,221.1,0,73.7
6923,53,1,365,3,74.1,3833.95,0,72.33867924528302
6924,1,1,30,1,69.35,69.35,1,69.35
6925,15,1,365,2,18.8,294.95,0,19.663333333333334
6926,56,1,30,1,73.85,4092.85,1,73.08660714285715
6927,5,1,30,4,64.4,316.9,0,63.379999999999995
6928,48,1,365,4,55.8,2651.2,0,55.23333333333333
6929,25,1,30,4,20.05,471.7,0,18.868
6930,3,1,30,4,75.15,216.75,1,72.25
6932,10,1,30,3,56.75,503.25,0,50.325
6933,1,1,30,1,69.6,69.6,1,69.6
6936,5,1,30,1,80.15,385.0,1,77.0
6937,28,0,30,2,35.75,961.4,0,34.33571428571428
6939,35,1,365,1,89.2,3251.3,0,92.89428571428572
6941,61,0,365,3,50.7,3088.75,0,50.635245901639344
6943,1,0,30,3,30.5,30.5,1,30.5
6944,3,1,30,2,19.1,53.05,0,17.683333333333334
6946,48,0,30,4,45.55,2108.35,0,43.92395833333333
6949,32,0,365,2,36.25,1151.05,0,35.9703125
6950,5,1,30,2,49.4,232.55,0,46.510000000000005
6951,49,1,730,4,19.9,1022.6,0,20.869387755102043
6953,13,1,30,1,82.0,1127.2,1,86.70769230769231
6954,15,1,30,2,19.8,309.4,0,20.626666666666665
6955,12,1,30,1,45.05,523.1,0,43.59166666666667
6957,9,1,30,1,86.25,770.5,0,85.61111111111111
